College Name,email,domain,state,are undocumented students considered international or domestic?,are you need-blind for undocumented students?,are there any restrictions on merit aid for undocumented students at your school?,does your school provide merit aid specially for undocumented students?,would you advise an undocumented student to reveal their status in their application or subsequent email?,how would their status affect their application?,is there a special contact point for undocumented students?,what other piece of advice would you give an undocumented student hoping for admission at your school?,other admissions information,are undocumented students eligible for need-based aid?,"what financial aid application should undocumented students send? the css, fafsa, isfaa or a form unique to your school?","if need-based aid is not available, is there a feasible path undocumented students can take to pay for their education with stackable merit scholarships, loans and/or grants from your school?",what would be the requirements for such scholarships and what would a student's chances of getting them?,other financial aid information,are there organized groups or clubs comprised of or advocating for undocumented students in your school?,how often does your office receive applications from undocumented students?,does your school allow immigration and customs enforcement (ice) officers onto campus without a warrant?,does the campus police enforce immigration law?,does your school share student immigration status with ice?,does your school provide distance-learning options for deported students to complete their degrees?,does your school provide confidential legal support to students with immigration law questions and issues?,other student life information,has undocu-student webpage,other information,special contact,gives aid?
University Of California Santa Cruz,['admissions@ucsc.edu'],ucsc,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Central Arkansas,['admissions@uca.edu'],uca,AR,Domestic students,We are need blind for all domestic undergraduate students.,"There is no institutional, state or federal need-based aid for undocumented students","There is no institutional, state or federal need-based aid for undocumented students",,Students' undocumented status does not affect their application for admission,No,UCA is welcoming to all students,This status would not hurt their admission.,"There is no institutional, state or federal need-based aid for undocumented students",,Private Scholarships and or the institutional payment plan is available to the undocumented student.,Varies depending upon the scholarship. Undocumented students are eligible to set up a payment plan.,,,This is not information specifically tracked by this institution.,"We allow all federal and state agencies, as well as visitors, on campus without a warrant.","UCA PD does not proactively enforce immigration such as a random checking of student documentation, but is required to notify ICE if a student that has been arrested as an illegal status.",No,Academic advisors assist any student who is not able to physically participate in classes on campus.,No,,,,,0.0
University Of Central Florida,['admissions@ucf.edu'],ucf,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Central Missouri,['admit@ucmo.edu'],ucmo,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Central Oklahoma,['onestop@uco.edu'],uco,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Charleston,['admissions@ucwv.edu'],ucwv,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Chicago,['collegeadmissions@uchicago.edu'],uchicago,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Cincinnati,['admissions@uc.edu'],uc,,,,,,,,,,,,,,,,,,,,,,,,,https://www.uc.edu/about/international/admissions/apply/DACA.html,,0.0
University Of Cincinnati Blue Ash College And Clermont College,['admissions@ucblueash.edu'],ucblueash,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Cincinnati Clermont College,['clermont.admissions@uc.edu'],uc,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of College Dublin,['northamerica@ucd.ie'],ucd,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Colorado Boulder,['admissions@colorado.edu'],colorado,,Domestic,"We are need-blind for all students, regardless of classification, residency, or citizenship.",No.,Yes.,,"It will not. If a student reveals this information, it can provide additional context for us to understand the unique challenges they have experienced. But, it’s not a factor we consider when making an admissions decision.","As a prospective applicant, students should work with their region-specific admissions counselor. Each counselor is trained to support undocumented students. This website might also be helpful - https://www.colorado.edu/admissions/apply/undocumented-students",The website above is helpful to guide students through the process.,The only time a student may need to provide further documentation is if they are trying to provide evidence of their ASSET eligibility - https://www.colorado.edu/financialaid/apply-aid/asset,"We provide need-based aid for undocumented students who qualify for CO in-state tuition under the Colorado ASSET bill: https://www.colorado.edu/financialaid/apply-aid/asset. Undocumented students who are not residents of CO, are not eligible for need-based aid.",,"https://www.colorado.edu/undocumentedstudentresources/student-resources. there are merit scholarships available to all students and we recommend students search for private banks who offer loans to undocumented or international students. Here are just a couple that we’re aware of:

· Citizens Bank requires that international student borrowers have a creditworthy cosigner who is a U.S. citizen or permanent resident: https://studentloanhero.com/featured/citizens-bank-student-loans-review/

· MPOWER Financing is one lender that doesn’t require DACA students to have a cosigner: https://studentloanhero.com/featured/mpower-financing-review/","Requirements are listed on the webpages mentioned in the previous questions, but of course important to note that scholarship are highly competitive.",We accept the new CO state application: https://cdhesnapprod.regenteducation.net/,,,,,,,,,,,,0.0
University Of Colorado Colorado Springs,['go@uccs.edu'],uccs,,,,,,,,,,,,,,,,,,,,,,,,,https://mosaic.uccs.edu/dreamer-student-resources-0,,1.0
University Of Colorado Denver,['admissions@ucdenver.edu'],ucdenver,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Connecticut,['beahusky@uconn.edu'],uconn,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Dallas,"['crusasder@udallas.edu', 'ugadmis@udallas.edu']",udallas,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Dayton,['admission@udayton.edu'],udayton,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Delaware,['admissions@udel.edu'],udel,DE,International students,"Yes, we are need-blind for undocumented students",No restrictions on merit scholarships.,No merit aid specifically for undocumented students.,,"Status will not affect how we review an applicant, although status will dictate how we code a student: In state, out of state, or international student.","If not on a universities’ front facing web pages, students can contact an institutions financial aid office to inquire whether or not an institution has funding for undocumented students.",,"Revealing status is one of the only ways a student will ever know if an institution offers financial assistance for undocumented students, but ultimately, it is up to the student whether or not to disclose. Once you have let us know about this status, we will seek discounted fee structure with our student financial services.",,,,,,,,,,,,,"Find more information here:
https://sites.udel.edu/studentlife/daca/",,"Counselling resources for undocu students
https://sites.udel.edu/counseling/daca/",,1.0
University Of Denver,['admission@du.edu'],du,,,,,,,,,,,,,,,,,,,,,,,,,"I would recommend connecting with an admission counselor and setting up a virtual appointment or a phone call to discuss. This way all your questions can be addressed either on a zoom or phone call. Undocumented students are considered international applicants at the University of Denver, but the admission counselor is determined by where a student’s high school is located. I have also included links below that may be beneficial to you:
<a href=”https://www.du.edu/admission-aid/undergraduate/visit”>Virtual Visit – Chat with an Admission Counselor</a> – this is where you can determine the admission counselor. We do a lot of our undocumented student information over the phone for privacy purposes.
<a href=”https://www.du.edu/admission-aid/undergraduate/undocumented-students”>Undergraduate Admission - Undocumented Students</a>
<a href=”https://www.du.edu/admission-aid/undergraduate/undocumented-students”>Undocumented Student Financial Aid</a>",,0.0
University Of Detroit Mercy,['admissions@udmercy.edu'],udmercy,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Dubuque,['admssns@dbq.edu'],dbq,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Evansville,['admission@evansville.edu'],evansville,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Findlay,['admissions@findlay.edu'],findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Florida,['webrequests@admissions.ufl.edu'],ufl,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Georgia,['adm-info@uga.edu'],uga,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Guam,['admitme@triton.uog.edu'],uog,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Guelph,['intapps@uoguelph.ca'],uoguelph,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Hartford,['admission@hartford.edu'],hartford,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Hawaii At Hilo,['uhhadm@hawaii.edu'],hawaii,HI,,,,,,,,,https://www.hawaii.edu/undocumented-students/,,,,,"Undocumented students are ineligible for federal student aid. However, go to https://www.hawaii.edu/undocumented-students/ to find more information on resources you may want to look into.  You may also want to visit our scholarships page (https://www.hawaii.edu/fas/info/scholarships.php) to see if any scholarships are still open. Although many scholarship deadlines have passed, you may still browse through the resources for any scholarships that are still available. You may ""stack"" scholarships up to your cost of attendance as permitted by the respective scholarship providers. Please note that each scholarship's criteria will vary. Some may have citizenship requirements while other scholarships may not. We are unable to provide a statistic for your chances of receiving scholarships.


Per the studentaid.gov website (https://studentaid.gov/understand-aid/eligibility/requirements/non-us-citizens), Yes, there may be some scholarships and other aid you can get.
•	Check with your country’s embassy or a consulate here in the U.S. or with the appropriate government office back in your country to see what they offer.
•	Try the U.S. Department of Labor’s free online scholarship search (https://www.careeronestop.org/toolkit/training/find-scholarships.aspx).
•	Ask the college or career school you plan to attend whether they offer any aid for students like you. (*see links above for more information*)
•	Check out the Education USA (https://educationusa.state.gov/find-advising-center) website.","We have no knowledge of any group on our campus that has organized themselves specifically advocate for undocumented students.  Since we do not track undocumented students, we have not datas related to whether or not they are engaged with any student groups or clubs, including those that advocate for students.  Our institution has groups that engage in student advocacy.  They may or may not decided to advocate for undocumented students.  While we do not have the document on hand, approximately 8-10 years ago, the undergraduate student government passed a resolution in support of undocumented students.  For more information, please write directly to the Associated Students of the University of Hawaii at Manoa at asuh@hawaii.edu.  I could not locate the resolution from what they currently have posted on their website.  If the document is desired, it would need to be requested and pulled from their archives.",,,,,,,,,,,0.0
University Of Hawaii At Manoa,['manoa.admissions@hawaii.edu'],hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Hawaii West Oahu,['uhwo.admissions@hawaii.edu'],hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Holy Cross,['admissions@uhcno.edu'],uhcno,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Hong Kong,['admissions@hku.hk'],hku,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Houston,['admissions@uh.edu'],uh,,,,,,,,,,"Undocumented students apply as domestic students. Please see the following link for more information on admissions:
https://www.uh.edu/caps/resources/undocumented-students/daca-information/index

Please visit the following links for more information:
CougarSAFE: https://uh.edu/cougarsafe/
Senate Bill 4 Information: https://www.uh.edu/caps/resources/senate-bill-4/
Distance Learning Information: https://uh.edu/online/students/student-types.php",,,,,,,,,,,,,,,,,0.0
University Of Houston Clear Lake,['admissions@uhcl.edu'],uhcl,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Houston Downtown,['uhdadmit@uhd.edu'],uhd,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Houston Victoria,['admissions@uhv.edu'],uhv,,,,,,,,,,,,,,,,,,,,,,,,,"I see that you have listed many questions that you wish to have answers prior to applying to UHV. The questions are in different areas, such as Admissions, International Programs, Financial Aid, Student Life, Title IX, Housing and Campus Police. I can totally relate to complexities of the application process for U.S. colleges/ Universities as I was or still am an International student myself. I was 16 when I started the research on universities, the admissions, financial aid, and lot similar questions which you are asking below. Coming from a different academic background, all the information was a puzzle to me.

What we can do is, we can arrange a virtual meeting for you and possibly a workshop to assist you how to complete the application, how apply for TAFSA, Financial Aid and grants as well as answer all of your questions which you stated below. We can answer yours, your family’s questions in English, Spanish or both or check if we can host in other languages. We can arrange this meeting in less than 24 hours or the virtual meeting can be on the same day.

It is absolutely easy to answer your questions in an email. It will be a long email with multiple pages and paragraphs. Reading the answers in an email and reading the information on a website is the same. Some questions cannot be answered in one sentence with a bullet point. UHV strives in providing one-on-one attention to all of our students. This is why UHV is unique and why students selects UHV. Meeting and talking to you will give us an opportunity to meet with you and help you to navigate the complex application and possibly connect you with other DACA/ Undocumented students (with their permission) for you to ask questions yourself and build a network prior to enrolling at UHV. You can visit our Virtual Lobby online or schedule a virtual meeting, all you have to do is follow the links mentioned. If you wish to talk to an official at each of the departments which I mentioned above then let me know few dates/ and times and I can coordinate the meeting (herathl@uhv.edu). You may have many friends who are also DACA/ Undocumented students. You are welcome to invite your friends who are DACA/ Undocumented, parents and families and we can host a workshop either virtually or face-2-face. We can host the meeting in English, Spanish or both. If there are other language preferences we can check if we have faculty members to assist with other languages. We have faculty and students from Bangladesh, China, India, Jordan, Lebanon, Brazil, Mexico, Nigeria, Sierra Leon, Kenya, Japan, South Korea, Sri Lanka, Pakistan, and many more. Before COVID, International Programs and UHV Admissions hosted numerous workshops for DACA/ Undocumented students and their families as well as mentored undocumented students for work related experience or in other words job shadow experience.

I encourage you to complete your research among other Texas institutions as well as out-of-state institutions to get a comprehensive knowledge of how the application, financial aid and student life works at U.S. colleges and institutions as well as to check the best package you can receive for your academic, and professional credentials to pursue your academic endeavors.

I am looking forward to hearing from you. Please follow the link mentioned below to visit the Virtual Zoom Lobby or to schedule a virtual or face-2-face meeting or let me know (herathl@uhv.edu) a few dates/ and times and I can schedule a meeting with other staff members for you get all of your questions answered the same time.

The International Virtual Lobby (https://uhv.zoom.us/j/99837658466) is open Monday to Friday between 8 a.m. to 5 p.m. Central Standard Time. Face-2-face meetings are available by appointment only. To schedule a face-2-face or virtual appointment visit Bookings (https://outlook.office365.com/owa/calendar/InternationalProgramsAdmissionsandInternationalStudentServices@student.uhv.edu/bookings/).",,0.0
University Of Idaho,"['admissions@uidaho.edu', 'admappl@uidaho.edu']",uidaho,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Illinois At Chicago,['admit@uic.edu'],uic,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Illinois Chicago,['admissions@uic.edu'],uic,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Illinois Springfield,['admissions@uis.edu'],uis,,,,,,,,,,,,,,,,,,,,,,,,,If you are interested in information and resources we provide our undocumented students please see our website Resources on Immigration: https://www.uis.edu/diversitycenter/resources/immigration/,"Daniel Aguilar, Coordinator for Hispanic/LantinX outreach at diversity@uis.edu?",0.0
University Of Indianapolis,['admissions@uindy.edu'],uindy,,Domestic,We are able to reward you a merit scholarship: https://uindy.edu/financial-aid-for-new-students/grants-and-scholarships,No,No,,,Your Admissions Counselor is happy to help! -Your admissions counselor is assigned based on where you live and what high school you attend. All admissions counselors are able to assist you.,We accept admissions application from undocumented students.,,Not for any federal or state aid. Here's the link to learn more about it: https://studentaid.gov/sites/default/files/financial-aid-and-undocumented-students.pdf,,Merit Scholarships and Supplemental Aid requests,All students who apply are eligible for merit scholarships based on High School GPA. Your Admissions Counselor is able to submit a Supplemental Aid Request if needed.,,We have some cultural clubs and support groups.,Pretty Often,No,Not that we are aware of,Not that we are aware of,We do offer some online courses but not enough to complete a degree. We would need to work with our Advising Office on this.,,,,,,0.0
University Of Iowa,['admissions@uiowa.edu'],uiowa,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Jamestown,['admissions@uj.edu'],uj,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Kansas,['admissions@ku.edu'],ku,,,,,,,,,,,,,,,,,,,,,,,,,"Under the umbrella of the Office of Multicultural Affairs, the Support Services for Undocumented Students (SSUS) provides supports to ensure the retention and graduation of undocumented students at the University of Kansas. We are committed to serving our undocumented, DACAmented students and students from mixed-status families through a holistic approach and connecting them to resources such as professional guidance, academic support, legal services, counseling and psychological services, and other forms of individualized support. We strongly advocate generating a sense of community for all students that are undocumented or come from mixed immigration-status families. In partnership with university and community partners, we promote the accessibility and advancement for these students to reach their personal, academic and professional goals.
https://undocumented.ku.edu/",,0.0
University Of Kentucky,['admissions@uky.edu'],uky,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of La Verne,['admission@laverne.edu'],laverne,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Lethbridge,['admissions@uleth.ca'],uleth,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Limerick,['international@ul.ie'],ul,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Louisiana At Lafayette,['admissions@louisiana.edu'],louisiana,LA,"They are considered international students for admission purposes, but we do offer out of state tuition waivers",We do not take a student's financial decision into account when determine eligibility for admission. Only a student's academics are considered.,You can find information on our international scholarship opportunities here: https://scholarships.louisiana.edu/international,You can find information on our international scholarship opportunities here: https://scholarships.louisiana.edu/international,,,"Admissions decisions are based solely on academics provided. The point of contact is Kristina Bernard, email intladmissions@louisiana.edu.","We do not hold any bias on any applicants, if a student is not meeting admission to the university, we discuss what the options are to meet eligibility via email or letter in the mail.",,Federal funding is not available to international nor undocumented students unless they hold a citizenship status that have been approved by the federal government to receive aid,,Feel free to email finaid@louisiana.edu for additional information on this. Also visit: https://financialaid.louisiana.edu/content/eligibility-policies/citizenship-selective-service. We do offer payment plans to allow students to pay their tuition throughout the semester: https://bursar.louisiana.edu/payment-options/payment-plan-option.,"We offer academic scholarships (a student can only meeting eligibility for one scholarship): https://scholarships.louisiana.edu/international.
As well as the payment plan option: https://bursar.louisiana.edu/payment-options/payment-plan-option",,"We do not have specific group for undocumented students, but we do try our best to assist students in acclimating to the university and try to pair them with other international students if that is needed: https://internationalaffairs.louisiana.edu/prospective-students/prospective-students.","Each semester we receive undocumented student applications, and they are processed accordingly.",This is a question for our Division of Global Engagement/ Office of International Affairs: https://globalengagement.louisiana.edu/. You can email them at ioa@louisiana.edu.,"Again, this would be best suited for the OIA staff to answer.",This one as well is for OIA,We do offer several academic programs that are completed solely online. Please keep in mind these programs have a flat tuition rate and not all programs are for first time college students. You can email online@louisiana.edu to find out exactly which ones are for first time and or transferring college students. https://online.louisiana.edu/programs,"We do not have an immigration attorney on campus for students , we do our best to support students and if asked specifically for recommendations we point them in the direction of finding someone to best suit the student's needs.",,,,intladmissions@louisiana.edu Kristina Bernard,0.0
University Of Louisiana At Monroe,['admissions@ulm.edu'],ulm,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Louisville,['admitme@louisville.edu'],louisville,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Lynchburg,['admissions@lynchburg.edu'],lynchburg,,International,Yes,Merit aid is the funding provided for students based upon GPA.,yes,,No effect - admitted based upon academic preparation,No,,,No,,"Students who have a US co-signer on a loan would be eligible for loan in addition to merit scholarships. University of Lynchburg is private so the [average] cost after scholarship is $30,500 annually.",,,Not specifically.,A few each year,No,No,No,No,No,,,,,0.0
University Of Maine,['umaineadmissions@maine.edu'],maine,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maine At Augusta,['umaadm@maine.edu'],maine,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maine Augusta,['umaadmin@maine.edu'],maine,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maine Farmington,['umfadmit@maine.edu'],maine,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maine Fort Kent,['umfkadm@maine.edu'],maine,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maine Machias,['ummadmissions@maine.edu'],maine,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maine Presque Isle,"['umpi-admissions@maine.edu', 'admissions@maine.edu']",maine,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mary,['enroll@umary.edu'],umary,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mary Hardin Baylor,['admission@umhb.edu'],umhb,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mary Washington,['admit@umw.edu'],umw,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maryland Baltimore County,['admissions@umbc.edu'],umbc,,,,,,,,,,,,,,,,,,,,,,,,https://enrollment.umbc.edu/undocumented/,,,
University Of Maryland Eastern Shore,['umesadmissions@umes.edu'],umes,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Maryland University College,['admissions@umuc.edu'],umuc,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Massachusetts Boston,"['enrollment.info@umb.edu', 'undergrad.admissions@umb.edu']",umb,,,,,,,,,,,,,,,,,,,,,,,,,"Undocumented students can certainly apply for admission and you will submit the regular application requirements. Meaning you will need to submit, application form, official transcripts, essay, letter of recommendation, and any necessary test results. You can also find some information on undocumented students admission on our website by https://www.umb.edu/life_on_campus/multiculturalaffairs/isp/undocumentedsupport.
If you want to apply, please visit https://admissions.umb.edu/apply. You will need to submit your application form, essay, letter of recommendation, and official transcripts. We do allow students to apply with or without SAT results. As you move through the application process, please let us know if we can be of further assistance. We can be reached at 617-287-6100 or by scheduling an appointment virtually https://admissions.umb.edu/freshman-students/events.
In regard to financial aid. Unfortunately, we cannot offer in-state tuition and you would not be eligible for federal financial aid funding. However, there may be other forms of merit-based aid that you would be eligible for, so we encourage you to also work with our Financial Aid Office if you have questions about available merit-based aid: finaid@umb.edu.",,0.0
University Of Massachusetts Dartmouth,['admissions@umassd.edu'],umassd,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Massachusetts Lowell,['admissions@uml.edu'],uml,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Memphis,['recruitment@memphis.edu'],memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Miami,['admission@miami.edu'],miami,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Michigan Dearborn,['umd-admissions@umich.edu'],umich,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Michigan Flint,['admissions@umflint.edu'],umflint,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Michigan Shanghai Jiao Tong University Of Joint Institute,['ji-intadm@sjtu.edu.cn'],sjtu,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Minnesota At Crookston,['umcinfo@umn.edu'],umn,,,,,,,,,,,,,,,,,,,,,,,,,"Here are some links that should be helpful in answering some of your questions:

https://www.higheredimmigrationportal.org/

https://immigrantsrising.org/resource/quick-guide-to-college-access/

http://dream.umn.edu/

If you have further questions, contact feel free to reach out to our University Immigration Response Team, their contact information is included below. Immigration Response Team members are available to talk with individuals who are looking for legal assistance and need information about where to get help. Please email them if you're looking to request a consultation.

1901 University Avenue SE, Suite 300
Minneapolis, MN 55414

Phone: 612-624-4224
Email: immigration@umn.edu",,0.0
University Of Minnesota Duluth,['umdadmis@d.umn.edu'],umn,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Minnesota Morris,['admissions@morris.umn.edu'],umn,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Minnesota Rochester,['applyumr@r.umn.edu'],umn,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Minnesota Twin Cities,['admissions@umn.edu'],umn,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Missouri,['askmizzou@missouri.edu'],missouri,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri state statutes require all public universities in the state to charge undocumented students, and those with DACA status, the non-resident tuition rate and prohibit students with either of those statuses from receiving any state or institutional aid. You can see the <a href=""https://legiscan.com/MO/text/HB3/id/1213659"">language of the statute here</a>, with the relevant part to this topic appearing in the first paragraph on the first page.",,0.0
University Of Missouri Columbia,['mu4u@missouri.edu'],missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Missouri Kansas City,['admit@umkc.edu'],umkc,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Missouri St Louis,['admissions@umsl.edu'],umsl,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mobile,['umenrollment@umobile.edu'],umobile,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Montevallo,['admissions@montevallo.edu'],montevallo,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Mount Union,['admission@mountunion.edu'],mountunion,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Nebraska Kearney,['admissionsug@unk.edu'],unk,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Nebraska Lincoln,['admissions@unl.edu'],unl,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Nebraska Omaha,['unoadmissions@unomaha.edu'],unomaha,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Nevada Las Vegas Unlv,['admissions@unlv.edu'],unlv,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Nevada Reno,['asknevada@unr.edu'],unr,NV,"- If the student has been living in the US for more than 1 year or is graduating from a high school here in the US, the student would be considered a domestic student.","- We are not officially a need-blind institution, however, every student is admitted as long as the admission requirements are met. You can learn more about our Admission Requirements at https://www.unr.edu/admissions/undergraduate/freshman/requirements

Are there any restrictions on merit aid for undocumented students at your",,"- We do not have specific scholarships for undocumented students but as mentioned before, students can qualify for our general institutional scholarships

Would you advise an undocumented student to reveal their status in their",,- It would not at all as long as they meet the admission requirements.,"- We have a website available full of resources available for our undocumented and DACA students. https://www.unr.edu/equal-opportunity-title-ix/resources/daca

What other piece of advice would you give an undocumented student hoping",,- Worry about your academics and not your undocumented status. Your status will have zero impact in the admission decision with us.,"- Yes. Instead of submitting a FAFSA, students can submit an Institutional Methodology Form which acts like an in house FAFSA application for those students that do not have a social security number and are unable to submit a FAFSA. We will look into family income and determine aid need from that.",,,,- Requirements for our institutional scholarships can be found at https://www.unr.edu/financial-aid/scholarships/first-year-scholarships . Questions should be directed to the Financial Aid office.,,,,,,,,,,"If you have additional questions about resources for undocumented and DACA students, we recommend reaching out to our Equal Opportunity & Title IX office. Please visit https://www.unr.edu/equal-opportunity-title-ix/resources/daca for more information.",,0.0
University Of New England,['admissions@une.edu'],une,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of New Hampshire,"['admissions@unh.edu', 'manchester@unh.edu']",unh,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of New Haven,['admissions@newhaven.edu'],newhaven,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of New Orleans,['admission@uno.edu'],uno,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Alabama,['admissions@una.edu'],una,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina Asheville,['admissions@unca.edu'],unca,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina At Pembroke,['admissions@uncp.edu'],uncp,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina Chapel Hill,['unchelp@admissions.unc.edu'],unc,,,,,,,,,,"The application does ask students to disclose citizenship status. Students who do not hold U.S. citizenship or permanent resident status would be considered international students at Carolina. More information on the international student application process may be found at: https://admissions.unc.edu/apply/international-students/. When reviewing applications for admission, we do review need-blind.

We understand that students travel many different roads to get to Carolina, and we celebrate the variety of interests, backgrounds, and aspirations that they bring with them. At the same time, it's fair to say that we seek excellence. We focus first on academic excellence, using a variety of information-courses, grades, test scores, recommendations, essays-to help us assess performance and potential. Because of the holistic nature of our review, there is no formula for admission--no one is automatically admitted or denied because of a single number or factor. We read applications in a thoughtful manner, as we work to understand each student individually. In seeking students who will contribute to our community and benefit from the Carolina experience, we need to know much more than just grades or test scores.

We're committed to a safe and welcoming environment for students and we want to see students thrive and complete their education at Carolina.",,,,,"We are committed to access and affordability for all of our students and our tuition and fees are among the lowest in the nation. International students (those who do not hold US citizenship or permanent resident status) should understand, however, that they are not eligible to receive need-based financial aid and should be prepared to pay the full cost of attendance. We are able to consider international students for a very limited number of scholarships. There is no separate application for these scholarships as students are automatically considered when they apply. More information about the financial aid process for international students may found here https://studentaid.unc.edu/special-circumstances/international-students/.",,,,,,,,,,Thank you for your interest in learning more about Carolina. We know that students manage a lot of nuance and detail as they're applying to colleges and we want to be a resource that helps make the process more approachable. We welcome and encourage students to reach out to us directly so we can help with their specific questions. Anyone on our team would be able to speak with students and families about the admissions process by phone or email at 919-966-3621 or unchelp@admissions.unc.edu.,,0.0
University Of North Carolina Charlotte,['admissions@uncc.edu'],uncc,,,,,,,,,,,,,,,,,,,,,,,,,"Please refer to two links below that have documentation on our admissions policies
<a href=""https://admissions.uncc.edu/counselors/high-school-counselors/undocumented-students#:~:text=Undocumented%20students%20often%20learn%20more,applicants%20regardless%20of%20citizenship%20status"">Admissions</a>
<a href=""https://dso.uncc.edu/advocacy-support/daca-unc-charlotte"">Dean of Students</a>",,0.0
University Of North Carolina Greensboro,['admissions@uncg.edu'],uncg,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina School Of The Arts,['admissions@uncsa.edu'],uncsa,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Carolina Wilmington,['admissions@uncw.edu'],uncw,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Dakota,['admissions@und.edu'],und,,,,,,,,,,,,,,,,,,,,,,,,,,,
